category;description;description_stem
O34;assistencia prestada mae anormalidade , conhecida suspeita , orgaos pelvicos maternos;assistent prest ma anormal , conhec suspeit , orga pelvic matern
O35;assistencia prestada mae anormalidade lesao fetais , conhecidas suspeitadas;assistent prest ma anormal lesa fet , conhec suspeit
O36;assistencia prestada mae outros problemas fetais conhecidos suspeitados;assistent prest ma outr problem fet conhec suspeit
O40;polihidramnio;polihidramni
O41;outros transtornos membranas liquido amniotico;outr transtorn membran liqu amniot
O42;ruptura prematura membranas;ruptur prematur membran
O43;transtornos placenta;transtorn placent
O44;placenta previa;placent prev
O45;descolamento prematuro placenta [ abruptio placentae ];descol prematur placent [ abrupti placenta ]
O46;hemorragia anteparto classificada outra parte;hemorrag antepart classific outr part
O47;falso trabalho parto;fals trabalh part
O48;gravidez prolongada;gravidez prolong
O60;trabalho parto pre - termo;trabalh part pre - term
O61;falha inducao trabalho parto;falh induca trabalh part
O62;anormalidades contracao uterina;anormal contraca uterin
O63;trabalho parto prolongado;trabalh part prolong
O64;obstrucao trabalho parto devida - posicao - apresentacao feto;obstruca trabalh part dev - posica - apresent fet
O65;obstrucao trabalho parto devida anormalidade pelvica mae;obstruca trabalh part dev anormal pelvic ma
O66;outras formas obstrucao trabalho parto;outr form obstruca trabalh part
O67;trabalho parto parto complicados hemorragia intraparto classificados outra parte;trabalh part part complic hemorrag intrapart classific outr part
O68;trabalho parto parto complicados sofrimento fetal;trabalh part part complic sofriment fetal
O69;trabalho parto parto complicados anormalidade cordao umbilical;trabalh part part complic anormal corda umbilical
O70;laceracao perineo durante parto;lacer perin durant part
O71;outros traumatismos obstetricos;outr traumat obstetr
O72;hemorragia pos - parto;hemorrag pos - part
O73;retencao placenta membranas , hemorragias;retenca placent membran , hemorrag
O74;complicacoes anestesia durante trabalho parto parto;complic anestes durant trabalh part part
O75;outras complicacoes trabalho parto parto classificadas outra parte;outr complic trabalh part part classific outr part
O80;parto unico espontaneo;part unic espontan
O81;parto unico forceps vacuo - extrator;part unic forceps vacu - extrator
O82;parto unico cesariana;part unic cesarian
O83;outros tipos parto unico assistido;outr tip part unic assist
O84;parto multiplo;part multipl
O85;infeccao puerperal;infecca puerperal
O86;outras infeccoes puerperais;outr infecco puerper
O87;complicacoes venosas puerperio;complic venos puerperi
O88;embolia origem obstetrica;embol orig obstetr
O89;complicacoes anestesia administrada durante puerperio;complic anestes administr durant puerperi
O90;complicacoes puerperio classificadas outra parte;complic puerperi classific outr part
O91;infeccoes mamarias associadas parto;infecco mamar assoc part
O92;outras afeccoes mama lactacao associadas parto;outr afecco mam lactaca assoc part
O94;sequelas complicacoes gravidez , parto puerperio;sequel complic gravidez , part puerperi
O95;morte obstetrica causa especificada;mort obstetr caus especific
O96;morte , qualquer causa obstetrica , ocorre 42 dias , menos 1 ano , apos parto;mort , qualqu caus obstetr , ocorr 42 dias , men 1 ano , apos part
O97;morte sequelas causas obstetricas diretas;mort sequel caus obstetr diret
O98;doencas infecciosas parasitarias maternas classificaveis outra parte compliquem gravidez , parto puerperio;doenc infecc parasitar matern classific outr part compliqu gravidez , part puerperi
O99;outras doencas mae , classificadas outra parte , complicam gravidez parto puerperio;outr doenc ma , classific outr part , complic gravidez part puerperi
P00;feto recem - nascido afetados afeccoes maternas , obrigatoriamente relacionadas gravidez atual;fet recem - nasc afet afecco matern , obrigatori relacion gravidez atual
P01;feto recem - nascido afetados complicacoes maternas gravidez;fet recem - nasc afet complic matern gravidez
P02;feto recem - nascido afetados complicacoes placenta , cordao umbilical membranas;fet recem - nasc afet complic placent , corda umbilical membran
P03;feto recem - nascido afetados outras complicacoes trabalho parto parto;fet recem - nasc afet outr complic trabalh part part
P04;feto recem - nascido afetados influencias nocivas transmitidas feto via placenta leite materno;fet recem - nasc afet influenc nociv transmit fet via placent leit matern
P05;crescimento fetal retardado desnutricao fetal;cresciment fetal retard desnutrica fetal
P07;transtornos relacionados gestacao curta duracao peso baixo nascer classificados outra parte;transtorn relacion gestaca curt duraca pes baix nasc classific outr part
P08;transtornos relacionados gestacao prolongada peso elevado nascer;transtorn relacion gestaca prolong pes elev nasc
P10;laceracao intracraniana hemorragia devidas traumatismo parto;lacer intracranian hemorrag dev traumat part
P11;outros traumatismos parto sistema nervoso central;outr traumat part sistem nervos central
P12;lesao couro cabeludo devida traumatismo parto;lesa cour cabelud dev traumat part
P13;lesoes esqueleto devidas traumatismo parto;leso esquelet dev traumat part
P14;lesoes nascer sistema nervoso periferico;leso nasc sistem nervos perifer
P15;outros traumatismos parto;outr traumat part
P20;hipoxia intra - uterina;hipox intra - uterin
P21;asfixia nascer;asfix nasc
P22;desconforto ( angustia ) respiratorio ( ) recem - nascido;desconfort ( angust ) respiratori ( ) recem - nasc
P23;pneumonia congenita;pneumon congenit
P24;sindrome aspiracao neonatal;sindrom aspir neonatal
P25;enfisema intersticial afeccoes correlatas originadas periodo perinatal;enfisem intersticial afecco correlat origin period perinatal
P26;hemorragia pulmonar originada periodo perinatal;hemorrag pulmon origin period perinatal
P27;doenca respiratoria cronica originada periodo perinatal;doenc respirator cronic origin period perinatal
P28;outras afeccoes respiratorias originadas periodo perinatal;outr afecco respirator origin period perinatal
P29;transtornos cardiovasculares originados periodo perinatal;transtorn cardiovascul origin period perinatal
P35;doencas virais congenitas;doenc vir congenit
P36;septicemia bacteriana recem - nascido;septicem bacterian recem - nasc
P37;outras doencas infecciosas parasitarias congenitas;outr doenc infecc parasitar congenit
P38;onfalite recem - nascido hemorragia leve;onfalit recem - nasc hemorrag lev
P39;outras infeccoes especificas periodo perinatal;outr infecco especif period perinatal
P50;perda sanguinea fetal;perd sanguin fetal
P51;hemorragia umbilical recem - nascido;hemorrag umbilical recem - nasc
P52;hemorragia intracraniana - traumatica feto recem - nascido;hemorrag intracranian - traumat fet recem - nasc
P53;doenca hemorragica feto recem - nascido;doenc hemorrag fet recem - nasc
P54;outras hemorragias neonatais;outr hemorrag neonat
P55;doenca hemolitica feto recem - nascido;doenc hemolit fet recem - nasc
P56;hidropsia fetal devida doenca hemolitica;hidrops fetal dev doenc hemolit
P57;kernicterus;kernicterus
P58;ictericia neonatal devida outras hemolises excessivas;icteric neonatal dev outr hemolis excess
P59;ictericia neonatal devida outras causas especificadas;icteric neonatal dev outr caus especific
P60;coagulacao intravascular disseminada feto recem - nascido;coagul intravascul dissemin fet recem - nasc
P61;outros transtornos hematologicos perinatais;outr transtorn hematolog perinat
P70;transtornos transitorios metabolismo carboidratos especificos feto recem - nascido;transtorn transitori metabol carboidrat especif fet recem - nasc
P71;transtornos transitorios metabolismo calcio magnesio periodo neonatal;transtorn transitori metabol calci magnesi period neonatal
P72;outros transtornos endocrinos transitorios periodo neonatal;outr transtorn endocrin transitori period neonatal
P74;outros disturbios eletroliticos metabolicos transitorios periodo neonatal;outr disturbi eletrolit metabol transitori period neonatal
P75;ileo meconial;ile meconial
P76;outras obstrucoes intestinais recem - nascido;outr obstruco intestin recem - nasc
P77;enterocolite necrotizante feto recem - nascido;enterocolit necrotiz fet recem - nasc
P78;outros transtornos aparelho digestivo periodo perinatal;outr transtorn aparelh digest period perinatal
P80;hipotermia recem - nascido;hipoterm recem - nasc
P81;outros disturbios regulacao termica recem - nascido;outr disturbi regul termic recem - nasc
P83;outras afeccoes comprometendo tegumento especificas feto recem - nascido;outr afecco compromet tegument especif fet recem - nasc
P90;convulsoes recem - nascido;convulso recem - nasc
P91;outros disturbios funcao cerebral recem - nascido;outr disturbi funca cerebral recem - nasc
P92;problemas alimentacao recem - nascido;problem aliment recem - nasc
P93;reacoes intoxicacoes devidas drogas administradas feto recem - nascido;reaco intoxic dev drog administr fet recem - nasc
P94;transtornos tonus muscular recem - nascido;transtorn tonus muscul recem - nasc
P95;morte fetal causa especificada;mort fetal caus especific
P96;outras afeccoes originadas periodo perinatal;outr afecco origin period perinatal
Q00;anencefalia malformacoes similares;anencefal malform simil
Q01;encefalocele;encefalocel
Q02;microcefalia;microcefal
Q03;hidrocefalia congenita;hidrocefal congenit
Q04;outras malformacoes congenitas cerebro;outr malform congenit cerebr
Q05;espinha bifida;espinh bif
Q06;outras malformacoes congenitas medula espinhal;outr malform congenit medul espinhal
Q07;outras malformacoes congenitas sistema nervoso;outr malform congenit sistem nervos
Q10;malformacoes congenitas palpebras , aparelho lacrimal orbita;malform congenit palpebr , aparelh lacrimal orbit
Q11;anoftalmia , microftalmia macroftalmia;anoftalm , microftalm macroftalm
Q12;malformacoes congenitas cristalino;malform congenit cristalin
Q13;malformacoes congenitas camara anterior olho;malform congenit cam anterior olho
Q14;malformacoes congenitas camara posterior olho;malform congenit cam posterior olho
Q15;outras malformacoes congenitas olho;outr malform congenit olho
Q16;malformacoes congenitas ouvido causando comprometimento audicao;malform congenit ouv caus compromet audica
Q17;outras malformacoes congenitas orelha;outr malform congenit orelh
Q18;outras malformacoes congenitas face pescoco;outr malform congenit fac pescoc
Q20;malformacoes congenitas camaras comunicacoes cardiacas;malform congenit cam comunic cardiac
Q21;malformacoes congenitas septos cardiacos;malform congenit sept cardiac
Q22;malformacoes congenitas valvas pulmonar tricuspide;malform congenit valv pulmon tricuspid
Q23;malformacoes congenitas valvas aortica mitral;malform congenit valv aortic mitral
Q24;outras malformacoes congenitas coracao;outr malform congenit coraca
Q25;malformacoes congenitas grandes arterias;malform congenit grand arter
Q26;malformacoes congenitas grandes veias;malform congenit grand vei
Q27;outras malformacoes congenitas sistema vascular periferico;outr malform congenit sistem vascul perifer
Q28;outras malformacoes congenitas aparelho circulatorio;outr malform congenit aparelh circulatori
Q30;malformacao congenita nariz;malform congenit nariz
Q31;malformacoes congenitas laringe;malform congenit laring
Q32;malformacoes congenitas traqueia bronquios;malform congenit traqu bronqui
Q33;malformacoes congenitas pulmao;malform congenit pulma
Q34;outras malformacoes congenitas aparelho respiratorio;outr malform congenit aparelh respiratori
Q35;fenda palatina;fend palatin
Q36;fenda labial;fend labial
Q37;fenda labial fenda palatina;fend labial fend palatin
Q38;outras malformacoes congenitas lingua , boca faringe;outr malform congenit lingu , boc faring
Q39;malformacoes congenitas esofago;malform congenit esofag
Q40;outras malformacoes congenitas trato digestivo superior;outr malform congenit trat digest superior
Q41;ausencia , atresia estenose congenita intestino delgado;ausenc , atres estenos congenit intestin delg
Q42;ausencia , atresia estenose congenita colon;ausenc , atres estenos congenit colon
Q43;outras malformacoes congenitas intestino;outr malform congenit intestin
Q44;malformacoes congenitas vesicula biliar , vias biliares figado;malform congenit vesicul bili , vias bili fig
Q45;outras malformacoes congenitas aparelho digestivo;outr malform congenit aparelh digest
Q50;malformacoes congenitas ovarios , trompas falopio ligamentos largos;malform congenit ovari , tromp falopi ligament larg
Q51;malformacoes congenitas utero colo utero;malform congenit uter col uter
Q52;outras malformacoes congenitas orgaos genitais femininos;outr malform congenit orga genit feminin
Q53;testiculo - descido;testicul - desc
Q54;hipospadias;hipospad
Q55;outras malformacoes congenitas orgaos genitais masculinos;outr malform congenit orga genit masculin
Q56;sexo indeterminado pseudo - hermafroditismo;sex indetermin pseud - hermafrodit
Q60;agenesia renal outros defeitos reducao rim;agenes renal outr defeit reduca rim
Q61;doencas cisticas rim;doenc cistic rim
Q62;anomalias congenitas obstrutivas pelve renal malformacoes congenitas ureter;anomal congenit obstrut pelv renal malform congenit uret
Q63;outras malformacoes congenitas rim;outr malform congenit rim
Q64;outras malformacoes congenitas aparelho urinario;outr malform congenit aparelh urinari
